HJV5JBCXX_PR0478_03A1105.Aligned.sortedByCoord.out.bam
Xkr4	0
Rp1	0
Sox17	0
Mrpl15	12.0137263834443
Lypla1	69.2345807300168
Tcea1	50.2429766689696
Rgs20	0.0151344626740795
Atp6v1h	70.0991087637961
Oprk1	0
Npbwr1	0
Rb1cc1	28.2628851843599
Fam150a	0
St18	0.0740780484336215
Pcmtd1	27.1144370280691
Sntg1	0.026186246695099
Rrs1	22.8791692335708
Adhfe1	0.012116248709768
2610203C22Rik	0
3110035E14Rik	0
Mybl1	0.244192004494137
Vcpip1	9.84665621732523
1700034P13Rik	0
Sgk3	2.54455020768428
Mcmdc2	0.0744866915392907
Snhg6	17.2876839545281
Snord87	5.65353988783216
Tcf24	0
Ppp1r42	0
Cops5	25.6979085810553
Cspp1	4.21034911928838
Arfgef1	28.3815555521584
Cpa6	0
Mir467e	0
Prex2	0.0271979295253146
A830018L16Rik	0.00458614550825538
Mir6341	0
Gm17644	0
Sulf1	0.0469155896792292
Slco5a1	0
Prdm14	0
Ncoa2	17.0866643736615
Tram1	290.810212185947
Lactb2	14.6326914743891
Xkr9	0
Gm5523	0.336033696144241
Eya1	0
Msc	0.509468146825348
Trpa1	0.0267648871920914
Kcnb2	0
Terf1	19.6369186083136
Sbspon	0
4930444P10Rik	0
Rpl7	971.612308171051
Rdh10	3.87786479293729
Stau2	0.02632034927333
Ube2w	9.78735023883961
Tceb1	61.131422737635
D030040B21Rik	0
Tmem70	25.6480558253784
Ly96	4.54124235223425
Jph1	0.0395599175160826
Gdap1	0
Pi15	0.0329622169868223
Gm16070	0
Crispld1	0
Crisp4	0
Defb44-ps	0
Defb18	0
Defb41	0
Gm15386	0
Tfap2d	0
Tfap2b	0
Pkhd1	0.0676637382502415
4930486I03Rik	0
Linc-md1	0
Mir206	0
Mir133b	0
Il17a	0
Il17f	0
Mcm3	45.7949909329062
6720483E21Rik	0.135831802499864
Paqr8	2.64165197802902
Efhc1	0.482301327716907
Tram2	1.23128108740884
Tmem14a	2.36474018859866
Gsta3	0.212606299565004
Gm4956	0
Khdc1a	0
Khdc1c	0
Khdc1b	0
Kcnq5	0.065386082578731
Rims1	0.00935158709121265
4933415F23Rik	0
Mir30a	0
Mir30c-2	0
Ogfrl1	1.34261492644374
B3gat2	0.401725285005337
Smap1	27.5995538160534
Sdhaf4	48.7528238657682
Fam135a	0.264648324029424
Col9a1	0.0550802385227543
Col19a1	0.0180387519920138
